SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature 
210100407,"Laptop ACER Aspire 5 A515-56G-51YL NX.A1LSV.002 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/NVIDIA GeForce MX350/Windows 10 Home SL 64-bit/1.7kg)",18.690.000,ACER,12,Bạc,Aspire 5,NX.A1LSV.002,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX350  2GB  GDDR5 / Intel Iris Xe Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.1","thường , có phím số , LED",Windows 10 Home SL 64-bit,36.34 x 23.85 x 1.79 cm,"48 Wh , Pin liền",1.7 kg,không đèn,Cáp + sạc,,,
210101707,"Laptop ACER Aspire 5 A514-54-540F NX.A28SV.005 ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",17.699.000,ACER,12,Bạc,Aspire 5,NX.A28SV.005,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe - Hỗ trợ Intel Optane",M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C , 3 x USB 3.2 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , LED",Windows 10 Home 64-bit,32.8 x 22.3 x 1.795 cm,"48 Wh , Pin liền",1.5 kg,không đèn,Cáp + sạc,,,
201100386,"Laptop Dell Vostro 14 3405 V4R53500U001W ( 14"" Full HD/AMD Ryzen 5 3500U/4GB/256GB SSD/Windows 10 Home SL 64-bit/1.7kg)",12.490.000,Dell,12,Đen,Vostro,V4R53500U001W,"Ryzen 5 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 5 3500U ( 2.1 GHz - 3.7 GHz / 4MB / 4 nhân, 8 luồng )",AMD Radeon Vega 8 Graphics,1 x 4GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.87 x 23.95 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.7 kg,không đèn,Sạc,,,
201100225,"Laptop Dell Vostro 14 3401 F3401-70227392 ( 14"" Full HD/Intel Core i3-1005G1/4GB/256GB SSD/1TB HDD/Windows 10 Home SL 64-bit/1.6kg)",12.790.000,Dell,12,Đen,Vostro,F3401-70227392,"Core i3 , Intel Celeron 1000","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",256GB SSD M.2 NVMe / 1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.87 x 23.95 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.6 kg,không đèn,"Adapter, dây nguồn",,,
200900998,"Laptop Dell G3 15 3500 70223130 ( 15.6"" Full HD/Intel Core i5-10300H/8GB/256GB SSD/1TB HDD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.3kg)",22.490.000,Dell,12,Đen,G3 Series,70223130,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,2 x 4GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe / 1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.1 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,21.6 x 36.55 x 25.4 cm,"3 cell  51 Wh , Pin liền",2.3 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
201100501,"Laptop Dell Vostro 15 3591 GTNHJ1 ( 15.6"" Full HD/Intel Core i5-1035G1/8GB/256GB SSD/Windows 10 Home SL 64-bit/2.1kg)",15.590.000,Dell,12,Đen,Vostro,GTNHJ1,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 25.8 x 2.27 cm,"3 cell  42 Wh , Pin liền",2.1 kg,không đèn,,Vân tay,DVD/CD RW,
201100385,"Laptop Dell Vostro 14 3405 V4R33250U501W ( 14"" HD/AMD Ryzen 3 3250U/4GB/1TB HDD/Windows 10 Home SL 64-bit/1.7kg)",9.900.000,Dell,12,Đen,Vostro,V4R33250U501W,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB  DDR4  2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1366 x 768 ) HD  TN  không cảm ứng , Màn hình chống lóa , VGA webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home SL 64-bit,32.87 x 23.95 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.7 kg,không đèn,Sạc,,,
201201680,"Laptop Dell Inspiron 15 5502 1XGR11 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.6kg)",20.490.000,Dell,12,Bạc,Inspiron,1XGR11,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,35.61 x 23.45 x 1.79 cm,"4 cell  53 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200601063,"Laptop Dell Vostro 14 5490 5490-V4I3101W ( 14"" Full HD/Intel Core i3-10110U/4GB/128GB SSD/Windows 10 Home 64-bit/1.5kg)",14.790.000,Dell,12,Xám,Vostro,5490-V4I3101W,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",128GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.18 x 22.76 x 1.83 cm,"3 cell  42 Wh , Pin liền",1.5 kg,không đèn,"Sạc, Sách HDSD",Vân tay,,
200700384,"Laptop Dell Vostro 15 3590 3590-GRMGK2 ( 15.6"" Full HD/Intel Core i7-10510U/8GB/256GB SSD/AMD Radeon 610/Windows 10 Home SL 64-bit/2.1kg)",20.990.000,Dell,12,Đen,Vostro,3590-GRMGK2,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",AMD Radeon 610  2GB  GDDR5 / Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x VGA/D-sub",", 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 25.8 x 2.0 cm,"3 cell  42 Wh , Pin liền",2.1 kg,không đèn,,Vân tay,DVD/CD RW,
201100503,"Laptop Dell Inspiron 14 5490 FMKJV11 ( 14"" Full HD/Intel Core i5-10210U/8GB/512GB SSD/NVIDIA GeForce MX230/Windows 10 Home SL 64-bit/1.5kg)",20.990.000,Dell,12,Bạc,Inspiron,FMKJV11,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10210U ( 1.6 GHz - 4.2 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230  2GB  GDDR5 / Intel UHD Graphics,8GB (4GB + 4GB Onboard)  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 Gen 1 , 1 x USB 2.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.18 x 21.7 x 1.93 cm,"3 cell  51 Wh , Pin liền",1.5 kg,không đèn,,,,
201201238,"Laptop Dell Vostro 15 5502 NT0X01 ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit/1.6kg)",21.490.000,Dell,12,Xám,Vostro,NT0X01,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,35.61 x 23.45 x 1.79 cm,"3 cell  40 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200301997,"Laptop Dell Inspiron 15 3593-70205743 (15.6"" FHD/i5-1035G1/4GB/256GB SSD/GeForce MX230/Win10/2.2kg)",16.790.000,Dell,12,Đen,Inspiron,3593-70205743,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230  2GB  GDDR5 / Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,2.27 x 38.0 x 25.8 cm,"3 cell  42 Wh , Pin liền",2.2 kg,không đèn,"Adapter, dây nguồn",,,
200500820,"Laptop Dell Inspiron 15 3593-N3593D (15.6"" FHD/i5-1035G1/4GB/512GB SSD/Intel UHD/Win10/2kg)",15.890.000,Dell,12,Đen,Inspiron,P75F013N93C,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 25.8 x 1.99 cm,"3 cell  42 Wh , Pin liền",2 kg,không đèn,"Adapter, dây nguồn",,,
201201653,"Laptop Dell Inspiron 15 5502 N5I5310W ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit/1.6kg)",21.490.000,Dell,12,Bạc,Inspiron,N5I5310W,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe - Hỗ trợ Intel Optane,M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.2 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,35.61 x 23.45 x 1.79 cm,"4 cell  53 Wh , Pin liền",1.6 kg,không đèn,,,,
201000480,"Laptop Dell Inspiron 15 7501 X3MRY1 ( 15.6"" Full HD/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650Ti/Windows 10 Home SL 64-bit/1.8kg)",30.490.000,Dell,12,Bạc,Inspiron,X3MRY1,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650Ti  4GB  GDDR6 / Intel UHD Graphics,8GB Onboard  DDR4  2933MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x Thunderbolt , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,35.61 x 23.45 x 1.89 cm,"3 cell  56 Wh , Pin liền",1.8 kg,không đèn,,Vân tay,,
201201237,"Laptop Dell Vostro 13 5301 C4VV92 ( 13.3"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.12kg)",20.990.000,Dell,12,Xám,Vostro,C4VV92,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  LPDDR4X  4266MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.6 x 20.4 x 1.59 cm,"3 cell  40 Wh , Pin liền",1.12 kg,không đèn,,Vân tay,,
201100693,"Laptop Dell Inspiron 15 3501 N3501A-P90F002N3501A ( 15.6"" Full HD/Intel Core i3-1005G1/4GB/256GB SSD/Windows 10 Home SL 64-bit/2kg)",11.490.000,Dell,12,Đen,Inspiron,N3501A-P90F002N3501A,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 2 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,38 x 25.8 x 19.9 cm,"3 cell  42 Wh , Pin liền",2 kg,không đèn,"Adapter, dây nguồn",,,
201103356,"Laptop Dell Inspiron 15 3505 Y1N1T1 ( 15.6"" Full HD/AMD Ryzen 3 3250U/8GB/256GB SSD/Windows 10 Home SL 64-bit/1.8kg)",12.190.000,Dell,12,Đen,Inspiron,Y1N1T1,"Ryzen 3 , AMD Ryzen thế hệ thứ 3","AMD Ryzen 3 3250U ( 2.6 GHz - 3.5 GHz / 4MB / 2 nhân, 4 luồng )",AMD Radeon Graphics,2 x 4GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,36.396 x 24.9 x 1.99 cm,"3 cell  42 Wh , Pin liền",1.8 kg,không đèn,,,,
201201236,"Laptop Dell Vostro 13 5301 C4VV91 ( 13.3"" Full HD/Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home SL 64-bit/1.12kg)",19.990.000,Dell,12,Xám,Vostro,C4VV91,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  LPDDR4X  4266MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.6 x 20.4 x 1.59 cm,"3 cell  40 Wh , Pin liền",1.12 kg,không đèn,,Vân tay,,
200901145,"Laptop Dell G3 15 3500 G3500B-P89F002G3500B ( 15.6"" Full HD/Intel Core i7-10750H/16GB/512GB SSD/NVIDIA GeForce GTX 1660Ti/Windows 10 Home SL 64-bit/2.6kg)",31.990.000,Dell,12,Đen,G3 Series,G3500B-P89F002G3500B,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics,2 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 2 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x mini DisplayPort",", 1 x USB 3.2 , 2 x USB 2.0 , 1 x Thunderbolt 3 , 1 x SD card slot , LAN 2500 Mbps","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , RGB",Windows 10 Home SL 64-bit,36.44 x 25.4 x 2.65 cm,"3 cell  51 Wh , Pin liền",2.6 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
201201652,"Laptop Dell Inspiron 14 5406 TYCJN1 ( 14"" Full HD/Intel Core i7-1165G7/8GB/512GB SSD/NVIDIA GeForce MX330/Windows 10 Home SL 64-bit/1.5kg)",26.990.000,Dell,12,Xám,Inspiron,TYCJN1,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX330  2GB  GDDR5 / Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.1","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.43 x 22.29 x 1.894 cm,"3 cell  40 Wh , Pin liền",1.5 kg,không đèn,,Vân tay,,
200201232,"Laptop Dell Vostro 15 3590 3590-V5I3505W ( 15.6"" Full HD/Intel Core i3-10110U/4GB/1TB HDD/Windows 10 Home 64-bit/2.2kg)",13.290.000,Dell,12,Đen,Vostro,3590-V5I3505W,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-10110U ( 2.1 GHz - 4.1 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA, 1 x M.2 SATA/NVMe",M.2 SATA/NVMe,"1 x HDMI , 1 x VGA/D-sub",", 2 x USB 3.1 , 1 x USB 2.0 , 1 x micro SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth 4.1","thường , có phím số , không đèn",Windows 10 Home 64-bit,38 x 25.8 x 2.06 cm,"3 cell  42 Wh , Pin liền",2.2 kg,không đèn,,,DVD/CD RW,
200301998,"Laptop Dell Inspiron 15 3593-70205744 (15.6"" FHD/i5-1035G1/4GB/256GB SSD/GeForce MX230/Win10/2.2kg)",15.990.000,Dell,12,Bạc,Inspiron,3593-70205744,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",NVIDIA GeForce MX230  2GB  GDDR5 / Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 100 Mbps","WiFi 802.11ac , Bluetooth","thường , có phím số , không đèn",Windows 10 Home SL 64-bit,2.27 x 38.0 x 25.8 cm,"3 cell  42 Wh , Pin liền",2.2 kg,không đèn,"Adapter, dây nguồn",,,
201104576,"Laptop Dell Inspiron 7306 N3I5202W ( 13.3"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",27.690.000,Dell,12,Đen,Inspiron,N3I5202W,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  LPDDR4X  4266MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  WVA  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x Thunderbolt 4 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,30.5 x 20.64 x 16.74 cm,"4 cell  60 Wh , Pin liền",1.4 kg,không đèn,"Sạc 65W type C, Bút cảm ứng",Vân tay,,
200901000,Laptop Dell G5 15 5500,31.290.000,Dell,12,Đen,G5 Series,70225485,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1660Ti  6GB  GDDR6 / Intel UHD Graphics,2 x 4GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  WVA  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,"1 x HDMI , 1 x mini DisplayPort",", 1 x USB 3.2 , 2 x USB 2.0 , 1 x Thunderbolt 3 , 1 x SD card slot , LAN 2500 Mbps","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , RGB",Windows 10 Home 64-bit,36.55 x 25.4 x 2.45 cm,"4 cell  68 Wh , Pin liền",2.3 kg,LED,"Adapter, dây nguồn",Vân tay,,
