SKU,Title,Price,Brand,Warranty,Color,SeriesLaptop,PartNum,CPUgen,CPU,GraphicChip,RAM,Screen,Storage,MaxStoPortNum,SupportM2,OutVideoPort,ConnectPort,Wireless,Keyboard,OS,Size,Pin,Weight,LED,Accessories,Security,OptDrive,Feature 
200700382,"Laptop HP Pavilion x360 14-dw0062TU 19D53PA ( 14"" Full HD/Intel Core i5-1035G1/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.6kg)",18.690.000,HP,12,Vàng,Pavilion X360,19D53PA,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.4 x 22.1 x 1.9 cm,"3 cell  43 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200800068,"Laptop HP ProBook 445 G7-1A1A6PA 1A1A6PA ( 14"" Full HD/AMD Ryzen 5 4500U/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.6kg)",18.290.000,HP,12,Bạc,ProBook,1A1A6PA,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.41 x 23.77 x 1.80 cm,"3 cell  45 Wh , Pin liền",1.6 kg,không đèn,,Vân tay,,
200800069,"Laptop HP ProBook 455 G7-1A1A9PA 1A1A9PA ( 15.6"" Full HD/AMD Ryzen 5 4500U/4GB/256GB SSD/Windows 10 Home SL 64-bit/1.9kg)",16.590.000,HP,12,Bạc,ProBook,1A1A9PA,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4500U ( 2.3 GHz - 4.0 GHz / 8MB / 6 nhân, 6 luồng )",AMD Radeon Graphics,1 x 4GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,36.49 x 25.69 x 1.89 cm,"3 cell  45 Wh , Pin liền",1.9 kg,không đèn,,Vân tay,,
200800070,"Laptop HP ProBook 455 G7-1A1B1PA 1A1B1PA ( 15.6"" Full HD/AMD Ryzen 7 4700U/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.9kg)",21.590.000,HP,12,Bạc,ProBook,1A1B1PA,"Ryzen 7 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 7 4700U ( 2.0 GHz - 4.1 GHz / 8MB / 8 nhân, 8 luồng )",AMD Radeon Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,36.49 x 25.69 x 1.89 cm,"3 cell  45 Wh , Pin liền",1.9 kg,không đèn,,Vân tay,,
200801037,"Laptop HP Envy X360 13-ay0069AU 171N3PA ( 13.3"" Full HD/AMD Ryzen 7 4700U/8GB/256GB SSD/Windows 10 Home 64-bit/1.3kg)",27.190.000,HP,12,Đen,Envy X360,171N3PA,"Ryzen 7 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 7 4700U ( 2.0 GHz - 4.1 GHz / 8MB / 8 nhân, 8 luồng )",AMD Radeon Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.0 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,30.65 x 19.464 x 1.64 cm,"3 cell  51 Wh , Pin liền",1.3 kg,không đèn,"Adapter, dây nguồn; Bút MPP2",Vân tay,,
200801164,"Laptop HP 14s-cf2043TU 1U3K6PA ( 14"" Full HD/Intel Pentium Gold 6405U/4GB/256GB SSD/Windows 10 Home 64-bit/1.4kg)",8.090.000,HP,12,Bạc,,1U3K6PA,"Pentium , Intel Pentium Gold","Intel Pentium Gold 6405U ( 2.4 GHz / 2MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"14"" ( 1366 x 768 ) Full HD  SVA  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 4.2","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.4 x 22.59 x 1.99 cm,"3 cell  41 Wh , Pin liền",1.4 kg,không đèn,"Adapter, dây nguồn",,,
200801169,"Laptop HP Pavilion Gaming 15-ec1054AX 1N1H6PA ( 15.6"" Full HD/ 144Hz/AMD Ryzen 5 4600H/8GB/128GB SSD/1TB HDD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2kg)",19.990.000,HP,12,Đen,Pavilion Gaming,1N1H6PA,"Ryzen 5 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 5 4600H ( 3.0 GHz - 4.0 GHz / 8MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / AMD Radeon Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  144Hz , không cảm ứng , HD webcam",128GB SSD M.2 NVMe / 1TB HDD 7200RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 1 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,36 x 25.7 x 2.35 cm,"3 cell  52 Wh , Pin liền",2 kg,không đèn,,,,
201000515,"Laptop HP Pavilion Gaming 15-dk1074TX 1K3U8PA ( 15.6"" Full HD/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.2kg)",27.490.000,HP,12,Đen,Pavilion Gaming,1K3U8PA,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 3 x USB 3.1 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth","thường , có phím số , LED",Windows 10 Home 64-bit,36 x 25.6 x 2.34 cm,"3 cell  52 Wh , Pin liền",2.2 kg,không đèn,Dây nguồn,,,
201001200,"Laptop HP HP Envy 13-ba1031TU 2K0B7PA ( 13.3"" Full HD/Intel Core i7-1165G7/16GB/1TB SSD/Windows 10 Home SL 64-bit + Office/1.2kg)",31.490.000,HP,12,Vàng,Envy,2K0B7PA,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,16GB Onboard  DDR4  2933MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",1TB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,,", 2 x USB 3.1 , 1 x Thunderbolt 3 , 1 x micro SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit + Office,30.65 x 19.46 x 1.69 cm,"3 cell  51 Wh , Pin liền",1.2 kg,không đèn,,Vân tay,,
201200076,"Laptop HP EliteBook X360 830 G7 230L5PA ( 13.3"" Full HD/Intel Core i7-10510U/16GB/512GB SSD/Windows 10 Pro 64-bit/1.4kg)",41.590.000,HP,12,Bạc,EliteBook X360,230L5PA,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 16GB  DDR4  3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe + 32GB Optane /,1 x M.2 NVMe - Hỗ trợ Intel Optane,M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,", 2 x USB 3.1 , 2 x Thunderbolt , 1 x SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Pro 64-bit,30.73 x 20.5 x 1.8 cm,"3 cell  65 Wh , Pin liền",1.4 kg,không đèn,,"Vân tay, Khuôn mặt",,
201200077,"Laptop HP EliteBook X360 1030 G7 230P5PA ( 13.3"" Full HD/Intel Core i7-10510U/16GB/512GB SSD/Windows 10 Pro 64-bit/1.4kg)",48.990.000,HP,12,Bạc,EliteBook X360,230P5PA,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",Intel UHD Graphics,16GB Onboard  LPDDR4  2933MHz  Không nâng cấp được ),"13.3"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe + 32GB Optane /,1 x M.2 NVMe - Hỗ trợ Intel Optane,M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,", 2 x USB 3.1 , 2 x Thunderbolt","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Pro 64-bit,30.73 x 20.5 x 1.80 cm,"3 cell  53 Wh , Pin liền",1.4 kg,không đèn,,"Vân tay, Khuôn mặt",,
201200078,"Laptop HP EliteBook X360 1040 G7 230P8PA ( 14"" Full HD/Intel Core i7-10510U/16GB/512GB SSD/Windows 10 Pro 64-bit/1.4kg)",48.990.000,HP,12,Bạc,EliteBook X360,230P8PA,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10510U ( 1.8 GHz - 4.9 GHz / 8MB / 4 nhân, 8 luồng )",Intel UHD Graphics,16GB Onboard  LPDDR4  2933MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe + 32GB Optane /,1 x M.2 NVMe - Hỗ trợ Intel Optane,M.2 NVMe (Hỗ trợ Intel Optane),1 x HDMI,", 2 x USB 3.1 , 2 x Thunderbolt","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Pro 64-bit,31.93 x 20.27 x 1.65 cm,"4 cell  78 Wh , Pin liền",1.4 kg,không đèn,,"Vân tay, Khuôn mặt",,
201200482,"Laptop HP 15s-fq2046TU (31D94PA) ( 15.6"" HD/Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home SL 64-bit/1.7kg)",15.590.000,HP,12,Bạc,,(31D94PA),"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,2 x 4GB  DDR4  2666MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1366 x 768 ) HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , LED",Windows 10 Home SL 64-bit,35.85 x 24.2 x 1.79 cm,"3 cell  41 Wh , Pin liền",1.7 kg,không đèn,"Adapter, dây nguồn",,,
201200513,"Laptop HP ProBook 440 G8 2Z6J6PA ( 14"" Full HD/Intel Core i7-1165G7/16GB/512GB SSD/Windows 10 Home SL 64-bit/1.4kg)",25.490.000,HP,12,Bạc,ProBook,2Z6J6PA,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,1 x 16GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 SATA /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 3 x USB 3.1 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,32.19 x 21.39 x 1.99 cm,"3 cell  45 Wh , Pin liền",1.4 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
201202409,"Laptop HP ProBook 450 G8- 2H0W5PA ( 15.6"" Full HD/Intel Core i7-1165G7/8GB/512GB SSD/Windows 10 Home SL 64-bit/1.7kg)",24.390.000,HP,12,Bạc,ProBook,2H0W5PA,"Core i7 , Intel Core thế hệ thứ 11","Intel Core i7-1165G7 ( 4.7 GHz / 12MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,1 x 8GB  DDR4  3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , Màn hình chống lóa , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 3 x USB 3.1 , 1 x micro SD card slot , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home SL 64-bit,35.94 x 23.39 x 1.99 cm,"3 cell  45 Wh , Pin liền",1.7 kg,không đèn,,Vân tay,,
201202414,"Laptop Lenovo IdeaPad 5 15ITL05- 82FG00FXVN ( 15.6"" Full HD/Intel Core i5-1135G7/8GB/256GB SSD/Windows 10 Home SL 64-bit/1.6kg)",16.190.000,Lenovo,12,Xám,Ideapad,82FG00FXVN,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Plus Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 2 x USB 3.2 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home SL 64-bit,35.67 x 23.31 x 1.79 cm,"3 cell  45 Wh , Pin liền",1.6 kg,không đèn,Adapter,Vân tay,,
200400303,"Laptop Lenovo Ideapad S340-14IIL-81VV00FRVN (14"" FHD/i3-1005G1/4GB/256GB SSD/Intel UHD/Win10/1.6kg)",12.790.000,Lenovo,12,Xám,Ideapad,81VV00FRVN,"Core i3 , Intel Core thế hệ thứ 10","Intel Core i3-1005G1 ( 1.2 GHz - 3.4 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.27 x 23.05 x 1.79 cm,"3 cell  52 Wh , Pin liền",1.6 kg,không đèn,"Adapter, dây nguồn",,,
200301393,"Laptop Lenovo Ideapad S145-15IIL-81W8001YVN (15.6"" FHD/i5-1035G1/4GB/256GB SSD/Intel UHD/Win10/1.8kg)",13.290.000,Lenovo,12,Xám,Ideapad,81W8001YVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 20GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,", 2 x USB 3.0 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ac , Bluetooth","thường , có phím số , không đèn",Windows 10 Home 64-bit,35.8 x 24.5 x 1.79 cm,"2 cell  35 Wh , Pin liền",1.8 kg,không đèn,"Adapter, dây nguồn",,,
200801022,"Laptop Lenovo Ideapad 3 -14ARE05 81W30058VN ( 14"" Full HD/AMD Ryzen 3 4300U/4GB/512GB SSD/Windows 10 Home 64-bit/1.5kg)",11.490.000,Lenovo,24,Đen,Ideapad,81W30058VN,"Ryzen 3 , AMD Ryzen thế hệ thứ 4","AMD Ryzen 3 4300U ( 2.7 GHz - 3.7 GHz / 4MB / 4 nhân, 4 luồng )",AMD Radeon Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 8GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",512GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,", 2 x USB 3.2 , 1 x USB 2.0 , 1 x SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.71 x 24.1 x 1.99 cm,2 cell  Pin liền,1.5 kg,không đèn,Adapter,,,
200800062,"Laptop Lenovo Legion 5 15IMH05-82AU004YVN 82AU004YVN ( 15.6"" Full HD/Intel Core i7-10750H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.3kg)",27.990.000,Lenovo,24,Đen,Legion,82AU004YVN,"Core i7 , Intel Core thế hệ thứ 10","Intel Core i7-10750H ( 2.6 GHz - 5.0 GHz / 12MB / 6 nhân, 12 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort , 4 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , RGB",Windows 10 Home 64-bit,36.306 x 25.961 x 2.357 cm,"60 Wh , Pin liền",2.3 kg,RGB,"Adapter, dây nguồn",,,
200900256,"Laptop Lenovo Ideapad 3 14IIL05 81WD00JDVN ( 14"" Full HD/Intel Core i5-1035G4/4GB/256GB SSD/Windows 10 Home 64-bit/1.5kg)",14.590.000,Lenovo,24,Xám,Ideapad,81WD00JDVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G4 ( 1.1 GHz - 3.7 GHz / 6MB / 4 nhân, 8 luồng )",Intel Iris Plus Graphics,1 x 4GB Onboard  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , VGA webcam",256GB SSD M.2 /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x USB 2.0 , 1 x SD card slot , LAN 1 Gb/s","WiFi 802.11ac , Bluetooth 5.0","thường , không phím số , không đèn",Windows 10 Home 64-bit,32.71 x 24.1 x 1.99,"2 cell  35 Wh , Pin liền",1.5 kg,không đèn,Adapter,,,
191007065,"Laptop Lenovo Ideapad S340-14IWL-81N70064VN (14"" FHD/i3-8145U/8GB/1TB HDD/UHD 620/Win10/1.6 kg)",10.790.000,Lenovo,12,Xám,Ideapad,81N70064VN,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,8GB (4GB + 4GB Onboard)  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 12GB ),"14"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.1","thường , không phím số , không đèn",Windows 10 Home 64-bit,35.8 x 24.5 x 1.79 cm,"3 cell  52 Wh , Pin liền",1.6 kg,không đèn,"Adapter, dây nguồn",,DVD/CD RW,
200800160,"Laptop Lenovo ThinkBook 15-IIL-20SM00A2VN 20SM00A2VN ( 15.6"" Full HD/Intel Core i5-1035G1/4GB/256GB SSD/Free DOS/1.8kg)",14.990.000,Lenovo,12,Xám,Thinkbook,20SM00A2VN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-1035G1 ( 1.0 GHz - 3.6 GHz / 6MB / 4 nhân, 8 luồng )",Intel UHD Graphics,1 x 4GB  DDR4  2666MHz ( 1 Khe cắm / Hỗ trợ tối đa 32GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",256GB SSD M.2 NVMe /,"1 x 2.5"" SATA , 1 x M.2 NVMe",M.2 NVMe,1 x HDMI,"1 x USB Type C / DisplayPort / Power Delivery , 3 x USB 3.1 , 1 x micro SD card slot","WiFi 802.11ac , Bluetooth 5.0","thường , có phím số , không đèn",Free DOS,36.4 x 24.5 x 1.89 cm,"45 Wh , Pin liền",1.8 kg,không đèn,"Adapter, dây nguồn",Vân tay,,
201201232,"Laptop Lenovo Lenovo Yoga Slim 7 14ITL05- 82A3002QVN ( 14"" Full HD/Intel Core i5-1135G7/8GB/512GB SSD/Windows 10 Home 64-bit/1.4kg)",22.990.000,Lenovo,24,Xanh,Yoga,82A3002QVN,"Core i5 , Intel Core thế hệ thứ 11","Intel Core i5-1135G7 ( 4.2 GHz / 8MB / 4 nhân, 8 luồng )",Intel Iris Xe Graphics,8GB Onboard  DDR4  3200MHz  Không nâng cấp được ),"14"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 NVMe,M.2 NVMe,1 x HDMI,", 2 x USB 3.2 , 2 x Thunderbolt 4 , 1 x SD card slot","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , không phím số , LED",Windows 10 Home 64-bit,32.06 x 20.8 x 14.9 cm,"4 cell  60 Wh , Pin liền",1.4 kg,không đèn,"Adapter, dây nguồn",Khuôn mặt,,
190800666,"Laptop Lenovo Ideapad S340-15IWL (81N800RSVN) (15"" FHD/i3-8145U/4GB/1TB HDD/UHD 620/Win10/1.8 kg)",10.790.000,Lenovo,12,Đen,Ideapad,81N800RSVN,"Core i3 , Intel Core thế hệ thứ 8","Intel Core i3-8145U ( 2.1 GHz - 3.9 GHz / 4MB / 2 nhân, 4 luồng )",Intel UHD Graphics 620,1 x 4GB Onboard  DDR4  2400MHz ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  TN  không cảm ứng , Màn hình chống lóa , HD webcam",1TB HDD 5400RPM,"1 x 2.5"" SATA , 1 x M.2 SATA/NVMe - Hỗ trợ Intel Optane",M.2 SATA/NVMe (Hỗ trợ Intel Optane),1 x HDMI,"1 x USB Type C / DisplayPort , 2 x USB 3.1 , 1 x SD card slot","WiFi 802.11ac , Bluetooth 4.2","thường , có phím số , không đèn",Windows 10,35.8 x 24.5 x 1.79 cm,"3 cell  52 Wh , Pin liền",1.8 kg,không đèn,,,,
200900012,"Laptop Lenovo Ideapad Gaming 3 15IMH05 81Y4006TVN ( 15.6"" Full HD/Intel Core i5-10300H/8GB/512GB SSD/NVIDIA GeForce GTX 1650/Windows 10 Home 64-bit/2.2kg)",20.990.000,Lenovo,24,Xanh,Ideapad,81Y4006TVN,"Core i5 , Intel Core thế hệ thứ 10","Intel Core i5-10300H ( 2.5 GHz - 4.5 GHz / 8MB / 4 nhân, 8 luồng )",NVIDIA GeForce GTX 1650  4GB  GDDR6 / Intel UHD Graphics,1 x 8GB  DDR4  2933MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),"15.6"" ( 1920 x 1080 ) Full HD  IPS  không cảm ứng , HD webcam",512GB SSD M.2 NVMe /,1 x M.2 SATA/NVMe,M.2 SATA/NVMe,1 x HDMI,"1 x USB Type C , 2 x USB 3.1 , LAN 1 Gb/s","WiFi 802.11ax (Wifi 6) , Bluetooth 5.0","thường , có phím số , LED",Windows 10 Home 64-bit,35.9 x 24.96 x 2.49 cm,"3 cell  45 Wh , Pin liền",2.2 kg,không đèn,Adapter,,,
